location,year,metrics,val,type,cause
Russian Federation,1990,Number,308354.1504,country,Environmental/occupational risks
Russian Federation,1990,Percent,0.188417586,country,Environmental/occupational risks
Russian Federation,1991,Number,305898.6086,country,Environmental/occupational risks
Russian Federation,1991,Percent,0.183500148,country,Environmental/occupational risks
Russian Federation,1992,Number,324423.6182,country,Environmental/occupational risks
Russian Federation,1992,Percent,0.180368078,country,Environmental/occupational risks
Russian Federation,1993,Number,376503.4,country,Environmental/occupational risks
Russian Federation,1993,Percent,0.177096668,country,Environmental/occupational risks
Russian Federation,1994,Number,401191.2364,country,Environmental/occupational risks
Russian Federation,1994,Percent,0.173366076,country,Environmental/occupational risks
Russian Federation,1995,Number,377683.1903,country,Environmental/occupational risks
Russian Federation,1995,Percent,0.170406751,country,Environmental/occupational risks
Russian Federation,1996,Number,359748.2393,country,Environmental/occupational risks
Russian Federation,1996,Percent,0.172701528,country,Environmental/occupational risks
Russian Federation,1997,Number,345305.8279,country,Environmental/occupational risks
Russian Federation,1997,Percent,0.174568574,country,Environmental/occupational risks
Russian Federation,1998,Number,340591.6924,country,Environmental/occupational risks
Russian Federation,1998,Percent,0.173514348,country,Environmental/occupational risks
Russian Federation,1999,Number,363608.401,country,Environmental/occupational risks
Russian Federation,1999,Percent,0.170688018,country,Environmental/occupational risks
Russian Federation,2000,Number,376094.603,country,Environmental/occupational risks
Russian Federation,2000,Percent,0.168898295,country,Environmental/occupational risks
Russian Federation,2001,Number,372885.8165,country,Environmental/occupational risks
Russian Federation,2001,Percent,0.164829414,country,Environmental/occupational risks
Russian Federation,2002,Number,372184.3407,country,Environmental/occupational risks
Russian Federation,2002,Percent,0.160332152,country,Environmental/occupational risks
Russian Federation,2003,Number,362003.602,country,Environmental/occupational risks
Russian Federation,2003,Percent,0.153860661,country,Environmental/occupational risks
Russian Federation,2004,Number,335106.482,country,Environmental/occupational risks
Russian Federation,2004,Percent,0.145884545,country,Environmental/occupational risks
Russian Federation,2005,Number,333962.2719,country,Environmental/occupational risks
Russian Federation,2005,Percent,0.140503725,country,Environmental/occupational risks
Russian Federation,2006,Number,307580.4351,country,Environmental/occupational risks
Russian Federation,2006,Percent,0.13971486,country,Environmental/occupational risks
Russian Federation,2007,Number,294123.8882,country,Environmental/occupational risks
Russian Federation,2007,Percent,0.139554988,country,Environmental/occupational risks
Russian Federation,2008,Number,294185.2152,country,Environmental/occupational risks
Russian Federation,2008,Percent,0.138966244,country,Environmental/occupational risks
Russian Federation,2009,Number,282390.0559,country,Environmental/occupational risks
Russian Federation,2009,Percent,0.138996123,country,Environmental/occupational risks
Russian Federation,2010,Number,283544.7073,country,Environmental/occupational risks
Russian Federation,2010,Percent,0.13823931,country,Environmental/occupational risks
Russian Federation,2011,Number,264792.4492,country,Environmental/occupational risks
Russian Federation,2011,Percent,0.137361849,country,Environmental/occupational risks
Russian Federation,2012,Number,249980.0063,country,Environmental/occupational risks
Russian Federation,2012,Percent,0.132059089,country,Environmental/occupational risks
Russian Federation,2013,Number,240539.0535,country,Environmental/occupational risks
Russian Federation,2013,Percent,0.129121334,country,Environmental/occupational risks
Russian Federation,2014,Number,236619.5626,country,Environmental/occupational risks
Russian Federation,2014,Percent,0.125323852,country,Environmental/occupational risks
Russian Federation,2015,Number,228387.6359,country,Environmental/occupational risks
Russian Federation,2015,Percent,0.122404854,country,Environmental/occupational risks
Russian Federation,2016,Number,222845.388,country,Environmental/occupational risks
Russian Federation,2016,Percent,0.120514035,country,Environmental/occupational risks
Russian Federation,2017,Number,211499.7938,country,Environmental/occupational risks
Russian Federation,2017,Percent,0.119191547,country,Environmental/occupational risks
Russian Federation,2018,Number,206631.2536,country,Environmental/occupational risks
Russian Federation,2018,Percent,0.115646362,country,Environmental/occupational risks
Russian Federation,2019,Number,199681.8797,country,Environmental/occupational risks
Russian Federation,2019,Percent,0.113002243,country,Environmental/occupational risks
Russian Federation,2020,Number,192889.2221,country,Environmental/occupational risks
Russian Federation,2020,Percent,0.091892538,country,Environmental/occupational risks
Russian Federation,2021,Number,198101.49,country,Environmental/occupational risks
Russian Federation,2021,Percent,0.082054194,country,Environmental/occupational risks
South Africa,1990,Number,64157.42065,country,Environmental/occupational risks
South Africa,1990,Percent,0.219331871,country,Environmental/occupational risks
South Africa,1991,Number,63644.29036,country,Environmental/occupational risks
South Africa,1991,Percent,0.215047517,country,Environmental/occupational risks
South Africa,1992,Number,64792.02814,country,Environmental/occupational risks
South Africa,1992,Percent,0.208221611,country,Environmental/occupational risks
South Africa,1993,Number,63281.37882,country,Environmental/occupational risks
South Africa,1993,Percent,0.205932741,country,Environmental/occupational risks
South Africa,1994,Number,65404.54177,country,Environmental/occupational risks
South Africa,1994,Percent,0.200620678,country,Environmental/occupational risks
South Africa,1995,Number,65854.26283,country,Environmental/occupational risks
South Africa,1995,Percent,0.193355467,country,Environmental/occupational risks
South Africa,1996,Number,69178.91795,country,Environmental/occupational risks
South Africa,1996,Percent,0.187392241,country,Environmental/occupational risks
South Africa,1997,Number,74324.28325,country,Environmental/occupational risks
South Africa,1997,Percent,0.176911848,country,Environmental/occupational risks
South Africa,1998,Number,75721.72027,country,Environmental/occupational risks
South Africa,1998,Percent,0.165024969,country,Environmental/occupational risks
South Africa,1999,Number,74465.48652,country,Environmental/occupational risks
South Africa,1999,Percent,0.153419948,country,Environmental/occupational risks
South Africa,2000,Number,78475.69946,country,Environmental/occupational risks
South Africa,2000,Percent,0.146140055,country,Environmental/occupational risks
South Africa,2001,Number,79024.1773,country,Environmental/occupational risks
South Africa,2001,Percent,0.136747203,country,Environmental/occupational risks
South Africa,2002,Number,81678.01029,country,Environmental/occupational risks
South Africa,2002,Percent,0.129318058,country,Environmental/occupational risks
South Africa,2003,Number,84186.22645,country,Environmental/occupational risks
South Africa,2003,Percent,0.122816013,country,Environmental/occupational risks
South Africa,2004,Number,85226.61636,country,Environmental/occupational risks
South Africa,2004,Percent,0.118794219,country,Environmental/occupational risks
South Africa,2005,Number,85982.9032,country,Environmental/occupational risks
South Africa,2005,Percent,0.117199152,country,Environmental/occupational risks
South Africa,2006,Number,88248.66849,country,Environmental/occupational risks
South Africa,2006,Percent,0.118972078,country,Environmental/occupational risks
South Africa,2007,Number,86926.34886,country,Environmental/occupational risks
South Africa,2007,Percent,0.119066866,country,Environmental/occupational risks
South Africa,2008,Number,86696.04538,country,Environmental/occupational risks
South Africa,2008,Percent,0.121126662,country,Environmental/occupational risks
South Africa,2009,Number,85393.03452,country,Environmental/occupational risks
South Africa,2009,Percent,0.123388665,country,Environmental/occupational risks
South Africa,2010,Number,83381.89386,country,Environmental/occupational risks
South Africa,2010,Percent,0.12692056,country,Environmental/occupational risks
South Africa,2011,Number,82341.51199,country,Environmental/occupational risks
South Africa,2011,Percent,0.133433296,country,Environmental/occupational risks
South Africa,2012,Number,80260.3895,country,Environmental/occupational risks
South Africa,2012,Percent,0.137482363,country,Environmental/occupational risks
South Africa,2013,Number,78562.03013,country,Environmental/occupational risks
South Africa,2013,Percent,0.140586274,country,Environmental/occupational risks
South Africa,2014,Number,78224.64058,country,Environmental/occupational risks
South Africa,2014,Percent,0.141763367,country,Environmental/occupational risks
South Africa,2015,Number,77631.04727,country,Environmental/occupational risks
South Africa,2015,Percent,0.1408918,country,Environmental/occupational risks
South Africa,2016,Number,77299.21784,country,Environmental/occupational risks
South Africa,2016,Percent,0.142138438,country,Environmental/occupational risks
South Africa,2017,Number,75681.11649,country,Environmental/occupational risks
South Africa,2017,Percent,0.143431832,country,Environmental/occupational risks
South Africa,2018,Number,74539.82348,country,Environmental/occupational risks
South Africa,2018,Percent,0.143047535,country,Environmental/occupational risks
South Africa,2019,Number,72044.26608,country,Environmental/occupational risks
South Africa,2019,Percent,0.139836942,country,Environmental/occupational risks
South Africa,2020,Number,72116.90165,country,Environmental/occupational risks
South Africa,2020,Percent,0.109550064,country,Environmental/occupational risks
South Africa,2021,Number,70637.52089,country,Environmental/occupational risks
South Africa,2021,Percent,0.096282279,country,Environmental/occupational risks
United Arab Emirates,1990,Number,1274.588575,country,Environmental/occupational risks
United Arab Emirates,1990,Percent,0.234825875,country,Environmental/occupational risks
United Arab Emirates,1991,Number,1259.925421,country,Environmental/occupational risks
United Arab Emirates,1991,Percent,0.224211442,country,Environmental/occupational risks
United Arab Emirates,1992,Number,1296.507699,country,Environmental/occupational risks
United Arab Emirates,1992,Percent,0.227675211,country,Environmental/occupational risks
United Arab Emirates,1993,Number,1326.136935,country,Environmental/occupational risks
United Arab Emirates,1993,Percent,0.229651746,country,Environmental/occupational risks
United Arab Emirates,1994,Number,1369.661901,country,Environmental/occupational risks
United Arab Emirates,1994,Percent,0.229874689,country,Environmental/occupational risks
United Arab Emirates,1995,Number,1364.445881,country,Environmental/occupational risks
United Arab Emirates,1995,Percent,0.227390474,country,Environmental/occupational risks
United Arab Emirates,1996,Number,1427.962593,country,Environmental/occupational risks
United Arab Emirates,1996,Percent,0.233817734,country,Environmental/occupational risks
United Arab Emirates,1997,Number,1477.450209,country,Environmental/occupational risks
United Arab Emirates,1997,Percent,0.227574821,country,Environmental/occupational risks
United Arab Emirates,1998,Number,1662.411544,country,Environmental/occupational risks
United Arab Emirates,1998,Percent,0.2402294,country,Environmental/occupational risks
United Arab Emirates,1999,Number,1745.483605,country,Environmental/occupational risks
United Arab Emirates,1999,Percent,0.23503566,country,Environmental/occupational risks
United Arab Emirates,2000,Number,1830.271837,country,Environmental/occupational risks
United Arab Emirates,2000,Percent,0.234978275,country,Environmental/occupational risks
United Arab Emirates,2001,Number,1893.022434,country,Environmental/occupational risks
United Arab Emirates,2001,Percent,0.233577565,country,Environmental/occupational risks
United Arab Emirates,2002,Number,1895.949757,country,Environmental/occupational risks
United Arab Emirates,2002,Percent,0.229331861,country,Environmental/occupational risks
United Arab Emirates,2003,Number,1918.251354,country,Environmental/occupational risks
United Arab Emirates,2003,Percent,0.226683427,country,Environmental/occupational risks
United Arab Emirates,2004,Number,1985.729335,country,Environmental/occupational risks
United Arab Emirates,2004,Percent,0.221927142,country,Environmental/occupational risks
United Arab Emirates,2005,Number,2099.559575,country,Environmental/occupational risks
United Arab Emirates,2005,Percent,0.225499243,country,Environmental/occupational risks
United Arab Emirates,2006,Number,2295.534588,country,Environmental/occupational risks
United Arab Emirates,2006,Percent,0.227925076,country,Environmental/occupational risks
United Arab Emirates,2007,Number,2625.779147,country,Environmental/occupational risks
United Arab Emirates,2007,Percent,0.228596973,country,Environmental/occupational risks
United Arab Emirates,2008,Number,2820.918758,country,Environmental/occupational risks
United Arab Emirates,2008,Percent,0.228208678,country,Environmental/occupational risks
United Arab Emirates,2009,Number,2965.303865,country,Environmental/occupational risks
United Arab Emirates,2009,Percent,0.227863225,country,Environmental/occupational risks
United Arab Emirates,2010,Number,3078.70688,country,Environmental/occupational risks
United Arab Emirates,2010,Percent,0.224296532,country,Environmental/occupational risks
United Arab Emirates,2011,Number,3186.224574,country,Environmental/occupational risks
United Arab Emirates,2011,Percent,0.225187765,country,Environmental/occupational risks
United Arab Emirates,2012,Number,3315.878299,country,Environmental/occupational risks
United Arab Emirates,2012,Percent,0.230224686,country,Environmental/occupational risks
United Arab Emirates,2013,Number,3381.258861,country,Environmental/occupational risks
United Arab Emirates,2013,Percent,0.219411594,country,Environmental/occupational risks
United Arab Emirates,2014,Number,3670.683539,country,Environmental/occupational risks
United Arab Emirates,2014,Percent,0.230378846,country,Environmental/occupational risks
United Arab Emirates,2015,Number,3856.621555,country,Environmental/occupational risks
United Arab Emirates,2015,Percent,0.238174672,country,Environmental/occupational risks
United Arab Emirates,2016,Number,3842.180447,country,Environmental/occupational risks
United Arab Emirates,2016,Percent,0.236465916,country,Environmental/occupational risks
United Arab Emirates,2017,Number,3974.463849,country,Environmental/occupational risks
United Arab Emirates,2017,Percent,0.24391156,country,Environmental/occupational risks
United Arab Emirates,2018,Number,4029.855182,country,Environmental/occupational risks
United Arab Emirates,2018,Percent,0.24126259,country,Environmental/occupational risks
United Arab Emirates,2019,Number,4269.243461,country,Environmental/occupational risks
United Arab Emirates,2019,Percent,0.240862792,country,Environmental/occupational risks
United Arab Emirates,2020,Number,3479.529774,country,Environmental/occupational risks
United Arab Emirates,2020,Percent,0.217818918,country,Environmental/occupational risks
United Arab Emirates,2021,Number,3802.649813,country,Environmental/occupational risks
United Arab Emirates,2021,Percent,0.190127046,country,Environmental/occupational risks
